t010100_1550	Laatokka kun sulaisi	skvr05107850
t060700_0190	Linnunpyytäjän sanoja	skvr01212700,skvr01212710,skvr01212720,skvr01212730,skvr01212740,skvr01212770,skvr01212780,skvr02109690,skvr09411021,skvr09411030,skvr09411040,skvr09411050,skvr05226960,skvr05226990,skvr06148720,skvr06150320,skvr06150330,skvr06150340,skvr06150350,skvr06150360,skvr06150371,skvr06150370,skvr06150380,skvr06150390,skvr06150400,skvr06150410,skvr06150420,skvr06150430,skvr06150440,skvr06150450,skvr06150460,skvr06150470,skvr06150480,skvr06150810,skvr06174030,skvr06174302,skvr06174310,skvr07235780,skvr07235790,skvr07235800,skvr07235810,skvr07235860,skvr07235910,skvr07235930,skvr07235940,skvr07235950,skvr07236010,skvr07236020,skvr07236060,skvr07236070,skvr07236090,skvr07236100,skvr07236110,skvr07236120,skvr07236130,skvr07236140,skvr07236150,skvr07236170,skvr07236180,skvr07236200,skvr07236210,skvr07236220,skvr07236230,skvr07236240,skvr07236250,skvr07236260,skvr07236300,skvr07236310,skvr07236320,skvr07236330,skvr07236340,skvr07236350,skvr07236360,skvr07236370,skvr07236380,skvr07236390,skvr07236400,skvr07236410,skvr07303520,skvr07303530,skvr08145100,skvr10139370,skvr10139632,skvr10139640,skvr11119190,skvr11119200,skvr11119380,skvr12166190,skvr12166200,skvr12166220,skvr12166230,skvr12166240,skvr12166250,skvr12166260,skvr12166270,skvr12166280,skvr12166290,skvr12166300,skvr12166320,skvr12166331,skvr12166330,skvr13080860,skvr13095630,skvr13095640,skvr13095650,skvr13095660,skvr13130490,skvr14124720,skvr15103450
t060900_0260	Lantaa ajaessa	skvr06160360,skvr06160370
t060900_0270	Lanttujen suojeleminen madoilta	skvr09314660,skvr10148340
t060900_0280	Lantun tyrä	skvr13099020,skvr13099030,skvr13131770,skvr13131780
t060900_0290	Laskiaishuuto	skvr03118040,skvr03146060,skvr04146620,skvr04147510,skvr04147750,skvr04147870,skvr04147980,skvr09312870,skvr09312880,skvr09312890,skvr09312900,skvr09312910,skvr09312920,skvr09312930,skvr09312940,skvr09312950,skvr09312960,skvr09312970,skvr09312980,skvr09312990,skvr09313000,skvr09313010,skvr09313020,skvr09313030,skvr09313040,skvr09313050,skvr09313060,skvr09313070,skvr09313080,skvr09313090,skvr09313100,skvr09313110,skvr09313120,skvr09313130,skvr09313141,skvr09313141,skvr09313140,skvr09313150,skvr09313160,skvr09313170,skvr09313180,skvr09313190,skvr09313200,skvr09313210,skvr09313220,skvr09313230,skvr09313240,skvr09313250,skvr09313260,skvr09313270,skvr09313280,skvr09313290,skvr09313300,skvr09313310,skvr09313320,skvr09313330,skvr09313340,skvr09313350,skvr09313360,skvr09313370,skvr09313380,skvr09313390,skvr09313400,skvr09313410,skvr09313420,skvr09313430,skvr09313440,skvr09313450,skvr09313460,skvr09313470,skvr09313480,skvr09313490,skvr09313500,skvr09313510,skvr09313520,skvr09313530,skvr09313540,skvr09313550,skvr09313560,skvr09313571,skvr09313571,skvr09313570,skvr09313580,skvr09313590,skvr09313600,skvr09313610,skvr09313620,skvr09313630,skvr09313640,skvr09313650,skvr09313660,skvr09313670,skvr09313680,skvr09313690,skvr09313700,skvr09313710,skvr09313720,skvr09313730,skvr09313740,skvr09313750,skvr09313760,skvr09313770,skvr09313780,skvr09313790,skvr09313800,skvr09313810,skvr09313820,skvr09313830,skvr09313840,skvr09313850,skvr09313860,skvr09313870,skvr09313880,skvr09313890,skvr09313900,skvr09313910,skvr09313920,skvr09313930,skvr09313940,skvr09313950,skvr09313960,skvr09313970,skvr09313980,skvr09313990,skvr09314000,skvr09314010,skvr09314020,skvr09314030,skvr09314040,skvr09314050,skvr09314060,skvr09314070,skvr09314080,skvr09314090,skvr09314100,skvr09314110,skvr09314120,skvr09314130,skvr09314140,skvr09314150,skvr09314160,skvr09314170,skvr09314180,skvr09314190,skvr09314200,skvr09314210,skvr09314220,skvr09314230,skvr09314240,skvr09314250,skvr09314260,skvr09314270,skvr09314280,skvr09314290,skvr09314300,skvr09314310,skvr09314330,skvr09314340,skvr09314350,skvr09314360,skvr09314370,skvr09314380,skvr09314390,skvr09314401,skvr09314401,skvr09314400,skvr09314410,skvr09314420,skvr09314430,skvr09314440,skvr09314450,skvr09314460,skvr09414260,skvr09414270,skvr09414280,skvr09414290,skvr09414300,skvr09414310,skvr09414320,skvr09414330,skvr09414340,skvr05309810,skvr06159680,skvr06159690,skvr06159700,skvr06159710,skvr06159720,skvr06159730,skvr06159740,skvr06159750,skvr06159760,skvr06159770,skvr06159780,skvr06159790,skvr06159800,skvr06159810,skvr06159820,skvr06159830,skvr06159840,skvr06159850,skvr06159860,skvr06159870,skvr06159880,skvr06159890,skvr06159900,skvr06159910,skvr06159920,skvr06159930,skvr06159940,skvr06159950,skvr06159960,skvr06159970,skvr06159980,skvr06159990,skvr06160000,skvr06160010,skvr06160020,skvr06160030,skvr06160040,skvr06160050,skvr06160060,skvr06175930,skvr06175940,skvr06175950,skvr06175960,skvr06175970,skvr06175980,skvr06175990,skvr06176000,skvr06176010,skvr06176020,skvr06176030,skvr06176040,skvr06176050,skvr06176060,skvr06176071,skvr06176070,skvr06176081,skvr06176080,skvr06176090,skvr06176101,skvr06176102,skvr06176103,skvr06176100,skvr06176110,skvr06176121,skvr06176122,skvr06176120,skvr06176130,skvr06176141,skvr06176142,skvr06176140,skvr06176150,skvr06176160,skvr07245210,skvr08145340,skvr08145350,skvr08145360,skvr08145370,skvr08145380,skvr08145390,skvr08145400,skvr08145410,skvr08145420,skvr08145430,skvr08145440,skvr08145450,skvr08145460,skvr08145470,skvr08145480,skvr08145490,skvr08145500,skvr08145510,skvr08145520,skvr08145530,skvr08145540,skvr08105450,skvr08105460,skvr08105470,skvr08105480,skvr08105490,skvr08105500,skvr08105510,skvr08105520,skvr08105530,skvr08105540,skvr08105550,skvr08105560,skvr08105570,skvr08105580,skvr08105590,skvr08105600,skvr08105610,skvr08105620,skvr08105630,skvr08105640,skvr08105650,skvr08105660,skvr08105670,skvr08105680,skvr08105690,skvr08105700,skvr08105710,skvr08105720,skvr08105730,skvr08105740,skvr08105750,skvr08105760,skvr08105770,skvr08105780,skvr08105790,skvr08105800,skvr08105810,skvr08105820,skvr08105830,skvr08105840,skvr08105850,skvr08105860,skvr08105870,skvr08105880,skvr08105890,skvr08105900,skvr08105910,skvr08105920,skvr08105930,skvr08105940,skvr08105950,skvr08105960,skvr08105970,skvr08105980,skvr08105990,skvr08106000,skvr08106010,skvr08106020,skvr08106030,skvr08106040,skvr08106050,skvr08106060,skvr08106070,skvr08106080,skvr08106090,skvr08106100,skvr08106110,skvr08106120,skvr08106130,skvr08106140,skvr08106150,skvr08106160,skvr08106170,skvr08106180,skvr08106190,skvr08106200,skvr08106210,skvr08106260,skvr10147110,skvr10147120,skvr10147130,skvr10147140,skvr10147150,skvr10147160,skvr10147170,skvr10147180,skvr10147190,skvr10147200,skvr10147210,skvr10147220,skvr10147230,skvr10147240,skvr10147250,skvr10147260,skvr10147270,skvr10147280,skvr10147290,skvr10147300,skvr10147310,skvr10147320,skvr10147330,skvr10147340,skvr10147350,skvr10147360,skvr10147370,skvr10147380,skvr10147390,skvr10147400,skvr10147410,skvr10147420,skvr10147430,skvr10147440,skvr10147450,skvr10147460,skvr10147470,skvr10147480,skvr10147490,skvr10147500,skvr10147510,skvr10147520,skvr10147530,skvr10147540,skvr10147550,skvr10147560,skvr10147570,skvr10147580,skvr10147590,skvr10147600,skvr10147610,skvr10147620,skvr10147630,skvr10147640,skvr10147650,skvr10147660,skvr10147670,skvr10147680,skvr10147690,skvr10147700,skvr10147710,skvr10147720,skvr10147730,skvr10147740,skvr10147750,skvr10147760,skvr10147770,skvr10147780,skvr10147790,skvr10147800,skvr10147810,skvr10147820,skvr10147830,skvr10147840,skvr10147850,skvr10147860,skvr10147870,skvr10147880,skvr10147890,skvr10147900,skvr10147910,skvr10147920,skvr10147930,skvr10147940,skvr10147950,skvr10147960,skvr10147970,skvr10147980,skvr10147990,skvr10148000,skvr10148010,skvr10148020,skvr10148030,skvr10148040,skvr10148050,skvr10148060,skvr10148071,skvr10148070,skvr10155630,skvr10155640,skvr10155650,skvr10155660,skvr10155670,skvr10155680,skvr10155690,skvr10155700,skvr10155710,skvr10155720,skvr10155730,skvr10155740,skvr10155750,skvr10155760,skvr10155770,skvr10155780,skvr10155790,skvr10155800,skvr10155810,skvr10155820,skvr10155830,skvr10155840,skvr10155850,skvr10155860,skvr10155870,skvr10155880,skvr10155890,skvr10155900,skvr10155910,skvr10155920,skvr11122410,skvr11122420,skvr11122430,skvr11122440,skvr11122450,skvr11122460,skvr12174800,skvr12174810,skvr12174820,skvr12174830,skvr12174840,skvr13048540,skvr13048550,skvr13048560,skvr13048570,skvr13048580,skvr13048630,skvr13048640,skvr13048650,skvr13048660,skvr13048670,skvr13048680,skvr13048690,skvr13048700,skvr13048710,skvr13048720,skvr13048730,skvr13048740,skvr13048750,skvr13048760,skvr13048770,skvr13048780,skvr13048790,skvr13048800,skvr13048810,skvr13048820,skvr13048830,skvr13048840,skvr13048850,skvr13110300,skvr13110310,skvr13110320,skvr13110330,skvr13110340,skvr13110350,skvr13110360,skvr13110370,skvr13110380,skvr13110390,skvr13110400,skvr13110410,skvr13110420,skvr13110430,skvr13110440,skvr13110450,skvr13110460,skvr13110470,skvr13110480,skvr13110490,skvr13110500,skvr13110510,skvr13110520,skvr13110530,skvr13110540,skvr13110550,skvr13110560,skvr13110570,skvr13110580,skvr13110590,skvr13110600,skvr13110610,skvr13110620,skvr13110630,skvr13110640,skvr13110650,skvr13110660,skvr13110670,skvr13110680,skvr13110690,skvr13110700,skvr13110710,skvr13110720,skvr13110730,skvr13110740,skvr13110750,skvr13110760,skvr13110770,skvr13110780,skvr13110790,skvr13110800,skvr13110810,skvr13110830,skvr13110840,skvr13110850,skvr13110860,skvr13110870,skvr14125720,skvr14125730,skvr14125740,skvr14125750,skvr14125760,skvr14125770,skvr14125780,skvr14125790,skvr14125800,skvr14125810,skvr14125820,skvr14125830,skvr14125840,skvr14125850,skvr14125860,skvr14125870,skvr14125880,skvr14125890,skvr14125900,skvr14125910,skvr14125920,skvr14125930,skvr14125940,skvr14125950,skvr14125960,skvr14125970,skvr14125980,skvr14125990,skvr14126000,skvr14126010,skvr14126030,skvr14126040,skvr14126050,skvr14126060,skvr14126070,skvr14126080,skvr14126090,skvr14126100,skvr14126110,skvr14126120,skvr14126130,skvr14126140,skvr14126150,skvr14126160,skvr14126170,skvr14126180,skvr14126190,skvr14126200,skvr14126210,skvr14126220,skvr14126230,skvr14126240,skvr14126250,skvr14126260,skvr14126270,skvr14126280,skvr14126290,skvr14126300,skvr14126310,skvr14126320,skvr14126330,skvr14126340,skvr14126350,skvr14126360,skvr14126370,skvr14126380,skvr14126390,skvr14126400,skvr14126410,skvr14126420,skvr14126430,skvr14126440,skvr14126450,skvr14126460,skvr14126470,skvr14126480,skvr14126490,skvr14126500,skvr14126510
t061000_0850	Laassin päivänä	skvr03145840
t061000_0860	Lammas ei hylkää vuonaa	skvr01217350,skvr01217360,skvr06157850,skvr07244170,skvr07244190,skvr07244200
t061000_0870	Lammasnavetan päästö pilauksesta	skvr09414020
t061000_0880	Lammasonnen pilaajalle kostetaan	skvr01217260,skvr01217300
t061000_0890	Lammasonnen pilaaminen	skvr09312130,skvr06156530,skvr06158020,skvr10145330,skvr10145350,skvr10145740
t061000_0900	Lammasonnen pyyntö	skvr01217210,skvr06156351,skvr06156970,skvr06156990,skvr06157001,skvr06157002,skvr06157012,skvr06157010,skvr06157020,skvr06157030,skvr06157040,skvr06157050,skvr06157060,skvr06157070,skvr06157120,skvr06175470,skvr06175480,skvr06175490,skvr06175502,skvr06175500,skvr07243220
t061000_0910	Lammasonnen toivotus	skvr10145710
t061000_0920	Lammasta kuljetettaessa	skvr01217290,skvr02110350,skvr07244070,skvr07244110,skvr07244120,skvr11122370,skvr12174300
t061000_0930	Lampaan astutus	skvr07244100
t061000_0940	Lampaan päästäminen metsänpeitosta	skvr10145560,skvr10145570
t061000_0950	Lampaan suojeleminen metsähiideltä	skvr13098800
t061000_0960	Lampaan suojeleminen noidilta	skvr09312100,skvr10145580,skvr10145590,skvr10145600,skvr10145610,skvr10145620,skvr10145631,skvr10145630,skvr10145640,skvr10145651,skvr10145650
t061000_0970	Lampaan villa kasvaa	skvr01217190,skvr01217230,skvr01217240,skvr01217250,skvr01217270,skvr09311990,skvr09312010,skvr09312020,skvr09312030,skvr09312040,skvr09312050,skvr09312060,skvr09312070,skvr09312080,skvr09413980,skvr09413990,skvr05313200,skvr06157780,skvr06157930,skvr06157950,skvr06157960,skvr06157970,skvr06157980,skvr06158000,skvr06158010,skvr06175700,skvr07244080,skvr07244140,skvr10145330,skvr10145380,skvr10145390,skvr10145400,skvr10145410,skvr10145420,skvr10145430,skvr10145440,skvr10145450,skvr10145460,skvr10145470,skvr10145480,skvr10145490,skvr10145500,skvr10145510,skvr10145521,skvr10145520,skvr10145720,skvr12174250,skvr12174260,skvr12174310,skvr12174320,skvr12174330,skvr12174340,skvr12174351,skvr12174350,skvr13098720,skvr13098740,skvr13098750,skvr13098760,skvr13098770,skvr13098790,skvr13131540,skvr13131550,skvr13131560
t061000_0980	Lampaat kotiin laitumelta	skvr09413960
t061000_0990	Lampaat navettaan syksyllä	skvr01217200
t061000_1000	Lampaat pilataan kulkemaan	skvr12174280,skvr12174290
t061000_1010	Lampaat pysyvät kotiseudulla	skvr06157810,skvr12174270
t061000_1020	Lampaat pysyvät metsässä	skvr09413950
t061000_1030	Lampaat varataan kateilta	skvr07244010
t061000_1040	Lampaat varataan metsän pedoilta	skvr09312090,skvr09312100,skvr09312110,skvr09312120,skvr07244040,skvr07244060,skvr10145660,skvr10145670,skvr10145680,skvr10145690,skvr10145700,skvr14125610
t061000_1050	Lampaiden koossa pysyminen	skvr06157810,skvr11122380
t061000_1060	Lampaiden lisääntyminen	skvr01217311,skvr01217310,skvr01217320,skvr01217330,skvr09413940,skvr09413970,skvr06156860,skvr06157830,skvr06157860,skvr06157900,skvr06157920,skvr06157950,skvr07243180,skvr07244150,skvr11121430,skvr11121440,skvr11121450,skvr13098770,skvr13098830,skvr13131570
t061000_1070	Lampaiden menestyminen	skvr01217220,skvr01217340,skvr09312000,skvr09413940,skvr09414000,skvr09414010,skvr06157011,skvr06157820,skvr06157830,skvr06157840,skvr06157870,skvr07244090,skvr07244150,skvr10145330,skvr10145340,skvr10145350,skvr10145370,skvr11122390
t061000_1080	Lampaita laitumelle laskettaessa	skvr06157790,skvr06157800,skvr07244010,skvr07244020,skvr07244030,skvr07244050,skvr10145371,skvr10145380,skvr10145420,skvr13098810
t061000_1090	Lampaita pestessä	skvr08104540,skvr08104550,skvr08104560
t061000_1100	Laskiaisvirsi	skvr05226860,skvr05226870,skvr05226890
t061000_1110	Lehmille virvotaan vasikkaonnea	skvr06153560,skvr06153570
t061000_1120	Lehmä ei hylkää vasikkaa	skvr07242600,skvr12170330
t061000_1130	Lehmä ei ikävöi vasikkaansa	skvr09310960,skvr06155090,skvr06155100,skvr06155110,skvr10142260,skvr12170080,skvr13098510
t061000_1140	Lehmä ei mene aidan yli	skvr10155320,skvr13096690
t061000_1150	Lehmä ei puske	skvr06153240,skvr06175330
t061000_1160	Lehmä ei syö ulostettaan	5722
t061000_1170	Lehmä tiineeksi laitumella	skvr09310770,skvr09310780,skvr09412770,skvr09412780,skvr06174992,skvr07238450,skvr10142110,skvr10142120
t061000_1180	Lehmän kiima	skvr06154690,skvr06154730,skvr06154740,skvr06154750,skvr06175180,skvr07242420,skvr08104660,skvr13096660
t061000_1190	Lehmän nostatus	skvr08101180
t061000_1200	Lehmän poikimiseen liittyviä menoja	skvr07242530,skvr12170190
t061000_1210	Lehmän potkimisen estäminen lypsettäessä	skvr01215100,skvr01215110,skvr01215120,skvr01215130,skvr01215140,skvr01215480,skvr02113840,skvr09412750,skvr09412760,skvr06154760,skvr07240900,skvr07242440,skvr10142180,skvr10143240,skvr11121520,skvr11121550,skvr11121570,skvr11121580,skvr11121591,skvr11121590,skvr11121620,skvr11121630,skvr11122010,skvr12169990,skvr12170280,skvr12170490,skvr12170520,skvr12170530,skvr12170540
t061000_1220	Lehmän taikominen vihaiseksi	skvr10144880
t061000_1230	Lehmät kotiin laitumelta	skvr01214520,skvr01214530,skvr01214540,skvr01214550,skvr01214560,skvr01214570,skvr04145290,skvr09310580,skvr09310590,skvr09310600,skvr09310610,skvr09412550,skvr09412560,skvr09412570,skvr09412580,skvr09412590,skvr06153190,skvr06153390,skvr06153450,skvr06153490,skvr06153530,skvr06153580,skvr06153590,skvr06153620,skvr06153630,skvr06153640,skvr06153650,skvr06153660,skvr06153670,skvr06153680,skvr06156210,skvr06156310,skvr06156330,skvr06156340,skvr06156350,skvr06156380,skvr06156390,skvr06174990,skvr06175030,skvr06175071,skvr06175072,skvr06175070,skvr06175080,skvr06175090,skvr06175100,skvr07238570,skvr07239582,skvr07239810,skvr07239820,skvr07239830,skvr07239840,skvr07239850,skvr07239860,skvr07239870,skvr07239880,skvr07239890,skvr07239900,skvr07239910,skvr07239920,skvr07239930,skvr07239940,skvr07239950,skvr07239960,skvr07239970,skvr07239980,skvr07239990,skvr07240010,skvr07240020,skvr07240030,skvr07240040,skvr07242800,skvr07242950,skvr07242990,skvr07243010,skvr07243020,skvr07243150,skvr07243160,skvr07243170,skvr07303800,skvr08145220,skvr10141150,skvr10141160,skvr10141170,skvr10141180,skvr10141190,skvr10141200,skvr10141210,skvr10141220,skvr10141230,skvr10141240,skvr10141250,skvr10141260,skvr10141270,skvr10141280,skvr10141290,skvr10141320,skvr10141330,skvr10141340,skvr10141350,skvr10141360,skvr10141370,skvr10141380,skvr10141390,skvr10141410,skvr10141420,skvr10141430,skvr10142570,skvr10155270,skvr11120070,skvr11120090,skvr11120120,skvr11120130,skvr11120140,skvr11120170,skvr11120240,skvr11120261,skvr11120260,skvr11120270,skvr11120280,skvr11120290,skvr11120300,skvr11120310,skvr11120320,skvr11120330,skvr12167170,skvr12167180,skvr12167190,skvr12167200,skvr12167210,skvr12167220,skvr12167260,skvr12167300,skvr12167320,skvr12167330,skvr12167380,skvr12167690,skvr12167710,skvr12167720,skvr12167730,skvr12167920,skvr12167930,skvr12167940,skvr12167950,skvr12167960,skvr12167970,skvr12167980,skvr12167990,skvr12168000,skvr12168010,skvr12168020,skvr12168030,skvr12168040,skvr12168050,skvr12169440,skvr12169450,skvr12169460,skvr12169470,skvr12169480,skvr12169490,skvr12169500,skvr12169930,skvr13096770,skvr13097010,skvr13097100,skvr13097110,skvr13097560,skvr13097570,skvr13097580,skvr13130780,skvr13130860,skvr13131360,skvr14125250,skvr14125260,skvr14125270
t061000_1240	Lehmät mieltyvät paimeneen	skvr13098300
t061000_1250	Lypsäjän kädessä olevan haavan parantaminen	skvr11122080
t061000_1260	Lypsäjän sanoja	skvr01117800,skvr01117810,skvr01117820,skvr01117830,skvr01117840,skvr01117850,skvr01117860,skvr01117870,skvr01117880,skvr01214580,skvr01215030,skvr01215040,skvr01215050,skvr01215060,skvr01215070,skvr01222670,skvr09311550,skvr09311560,skvr09317000,skvr09413780,skvr05226450,skvr06154990,skvr06155270,skvr06155280,skvr06155290,skvr06155300,skvr06155310,skvr06155320,skvr06155330,skvr06155340,skvr06155350,skvr06155360,skvr06155370,skvr06155380,skvr06155390,skvr06155400,skvr06175210,skvr06175220,skvr06175230,skvr06175240,skvr06175251,skvr06175250,skvr07131790,skvr07131800,skvr07131810,skvr07240890,skvr07241060,skvr07241080,skvr07241120,skvr07241130,skvr08145250,skvr08145260,skvr08104960,skvr08104970,skvr08104980,skvr08104990,skvr08105000,skvr08105010,skvr08105020,skvr08105030,skvr08105040,skvr10143230,skvr10143240,skvr10143490,skvr11122040,skvr11122050,skvr11122060,skvr11122070,skvr12170500,skvr12170510,skvr12170550,skvr12170560,skvr12170571,skvr12170570,skvr13097670,skvr13097680,skvr13097690,skvr13097700,skvr13097710,skvr13097720,skvr13097730,skvr13097740,skvr13097750,skvr13097760,skvr13097770,skvr13097780,skvr13097790,skvr13097800,skvr13097810,skvr13097820,skvr13097830,skvr13097840,skvr13097850,skvr13097860,skvr13097870,skvr13097900,skvr13097910,skvr13097920,skvr13097940,skvr13131050,skvr13131060,skvr13131070,skvr13131080,skvr13131090,skvr13131100,skvr14125350,skvr14125360,skvr14125370,skvr14125380,skvr14125390,skvr14125400,skvr15103520
t061100_0340	Lääkettä eläimelle antaessa	skvr06174841,skvr07242310
t061100_0350	Läävämadon nosto	skvr12172110,skvr12172230
t061100_0360	Läävämato	skvr01216280,skvr01216290,skvr01216300,skvr01216310,skvr01216320,skvr01216330,skvr01216340,skvr01216350,skvr01216360,skvr01216370,skvr01216380,skvr01216390,skvr01216400,skvr01216410,skvr01216420,skvr01216430,skvr01216441,skvr01216440,skvr01216451,skvr01216450,skvr01216460,skvr01216470,skvr01216480,skvr01216490,skvr01216500,skvr01216510,skvr01216520,skvr01216530,skvr01216540,skvr01216550,skvr01216560,skvr01216570,skvr01216580,skvr01216590,skvr01216600,skvr01216610,skvr01216620,skvr01216630,skvr01216640,skvr01224900,skvr01224910,skvr02110110,skvr02110120,skvr02110130,skvr02110140,skvr04143660,skvr04143670,skvr04145650,skvr09312760,skvr09414140,skvr09414200,skvr09414210,skvr09414220,skvr05226540,skvr06139740,skvr06139750,skvr06139760,skvr06139770,skvr06139780,skvr06139790,skvr06139800,skvr06139810,skvr06139820,skvr06139830,skvr06139840,skvr06139850,skvr06139860,skvr06139870,skvr06139880,skvr06139890,skvr06139900,skvr06139910,skvr06139920,skvr06139930,skvr06139940,skvr06139950,skvr06139960,skvr06139970,skvr06139980,skvr07241510,skvr07241520,skvr07241530,skvr07241540,skvr07241550,skvr07241560,skvr07241570,skvr07241580,skvr07241590,skvr07241600,skvr07241610,skvr07241620,skvr07241630,skvr07241640,skvr07241650,skvr07241660,skvr07241670,skvr07241680,skvr07241690,skvr07241700,skvr07241710,skvr07241720,skvr07241730,skvr07241740,skvr07241750,skvr07241760,skvr07241770,skvr07241780,skvr07241790,skvr07241800,skvr07241810,skvr07241820,skvr07241830,skvr07241840,skvr07241850,skvr07241860,skvr07241870,skvr07241880,skvr07241890,skvr07241900,skvr07241910,skvr07241920,skvr07241930,skvr07241940,skvr07241950,skvr07241960,skvr07241970,skvr07241980,skvr07241990,skvr07242000,skvr07242010,skvr07242020,skvr07242030,skvr07242040,skvr07242050,skvr07242060,skvr07242070,skvr07242080,skvr07242090,skvr07242100,skvr07242110,skvr07242120,skvr07242130,skvr07243640,skvr07243650,skvr07243660,skvr07243670,skvr07243680,skvr07243690,skvr07243700,skvr07243710,skvr07243720,skvr07243730,skvr07243740,skvr11114500,skvr12172120,skvr12172130,skvr12172140,skvr12172150,skvr12172160,skvr12172170,skvr12172180,skvr12172190,skvr12172200,skvr12172210,skvr12172220,skvr12172240,skvr12172250,skvr12172260,skvr12172270,skvr12172290,skvr12172301,skvr12172300,skvr12172310,skvr12172320,skvr12172330,skvr12172340,skvr12172350,skvr12172360,skvr12172370,skvr12172380,skvr12172390,skvr12172400,skvr12172410,skvr12172420,skvr12172430,skvr12172441,skvr12172440,skvr12172450,skvr12172460,skvr12172470,skvr12172480,skvr12172490,skvr12172500,skvr12172510,skvr12172520,skvr12172530,skvr12172540,skvr12172551,skvr12172550,skvr12172560,skvr12172570,skvr12172580,skvr12172590,skvr12172600,skvr12172610,skvr12172620,skvr12172631,skvr12172630,skvr12172641,skvr12172650,skvr12172661,skvr12172660,skvr12172670,skvr12172681,skvr12172680,skvr12172690,skvr12172700,skvr12172710,skvr12172720,skvr12172740,skvr12172750,skvr12172760,skvr12172770,skvr12172780,skvr12172821,skvr13088630,skvr13089090,skvr13089150,skvr15103540,skvr15103550,skvr15103560
t061100_0370	Lampaan pyörätauti	skvr12174360
t061100_0380	Lampaan vuonimistauti	skvr07244180
t061100_0390	Lehmä pilataan lypsämään verta	skvr10155510
t061100_0400	Lehmän ajettunut kurkku tai leuka	skvr12172821,skvr12172820
t061100_0410	Lehmän kohtaus	skvr09414080
t061100_0420	Leini lehmän utareissa	skvr10145920,skvr10145930,skvr10145940,skvr10145950,skvr10145960,skvr10145970,skvr10154460,skvr10154500
t061100_0430	Lennos	skvr09312160,skvr09312170,skvr09312180,skvr09312190,skvr09312200,skvr09312210,skvr09312220,skvr09312230,skvr09312240,skvr09312250,skvr09312260,skvr09312270,skvr09312280,skvr09312290,skvr09312300,skvr09312310,skvr09312320,skvr09312330,skvr09312340,skvr09312350,skvr09312360,skvr09312370,skvr09312380,skvr09312390,skvr09312400,skvr09312420,skvr09312430,skvr09312440,skvr09312450,skvr09312460,skvr09312470,skvr09312480,skvr09312490,skvr09414090,skvr09414100,skvr08105280,skvr08105290,skvr08105300,skvr08105310,skvr08105320,skvr08105330,skvr08105340,skvr08105350,skvr08105360,skvr10145980,skvr10145990,skvr10146000,skvr10146010,skvr10146020,skvr10146030,skvr10146040,skvr10146050,skvr10146060,skvr10146070,skvr10146080,skvr10146090,skvr10146100,skvr10146110,skvr10146120,skvr10146130,skvr10146140,skvr10146150,skvr10146160,skvr10146170,skvr10146180,skvr10146190,skvr11108700,skvr11108710,skvr11108720,skvr11108730,skvr11108740,skvr11108750,skvr11108760,skvr11108770,skvr11108780,skvr11108790,skvr11108800,skvr11108810,skvr11108820,skvr11108830,skvr11108840,skvr11108850,skvr11108860,skvr11108870,skvr11108880,skvr11108890,skvr11108900,skvr11108910,skvr12173040,skvr12173050,skvr12173060,skvr12173070,skvr12174171,skvr12174180
t061100_0440	Lohikäärmeen vihoja vastaan	skvr10146200,skvr10146210
t061100_0450	Loukkaustauti karjassa	skvr12157480
t061200_0060	Lemmennosto miehelle	skvr02110840,skvr04145400,skvr09314860,skvr09314870,skvr09314880,skvr09314890,skvr09314900,skvr09414900,skvr09414910,skvr09414920,skvr09414930,skvr09414940,skvr09414950,skvr09414960,skvr06160550,skvr06160560,skvr06161120,skvr06161190,skvr06161260,skvr07224090,skvr07245900,skvr07245910,skvr07245920,skvr07245940,skvr07245950,skvr07246250,skvr07246310,skvr07247280,skvr07247950,skvr07247980,skvr07248000,skvr07248010,skvr07248020,skvr07248030,skvr07248040,skvr07249350,skvr07303630,skvr07303640,skvr07303660,skvr07303670,skvr10149440,skvr10149480,skvr10149520,skvr10155960,skvr11123690,skvr11123710,skvr11123720,skvr12162110,skvr12162140,skvr12175940,skvr12176040,skvr13099320,skvr13099420,skvr13099490,skvr13099680,skvr15106640
t061200_0070	Lemmennostoa vastaan	skvr01218330,skvr01218340,skvr09314940,skvr09314950,skvr06161350,skvr06161440,skvr07248240,skvr10149570,skvr12176070
